# A2 - Elementary Level Words (CEFR A2)
# Format: english|category|partOfSpeech
# Elementary vocabulary building on A1 basics
# Extended Greetings & Social
chips|Food|noun
noodle soup|Food|noun
porridge|Food|noun
omelette|Food|noun
sausage roll|Food|noun
mayonnaise|Food|noun
cream|Food|noun
margarine|Food|noun
olive oil|Food|noun
sunflower oil|Food|noun
soy sauce|Food|noun
chili|Food|noun
curry|Food|noun
vanilla|Food|noun
almond|Food|noun
walnut|Food|noun
peanut|Food|noun
cashew|Food|noun
pistachio|Food|noun
raisin|Food|noun
fig|Food|noun
date|Food|noun
avocado|Food|noun
mango|Food|noun
kiwi|Food|noun
pomegranate|Food|noun
apricot|Food|noun
blueberry|Food|noun
raspberry|Food|noun
blackberry|Food|noun
cranberry|Food|noun
grapefruit|Food|noun
tangerine|Food|noun
lime|Food|noun
celery|Food|noun
broccoli|Food|noun
cauliflower|Food|noun
asparagus|Food|noun
zucchini|Food|noun
pumpkin|Food|noun
radish|Food|noun
beetroot|Food|noun
turnip|Food|noun
sweet potato|Food|noun
lentil|Food|noun
chickpea|Food|noun
tofu|Food|noun
soda|Food|noun
lemonade|Food|noun
smoothie|Food|noun
milkshake|Food|noun
wine|Food|noun
beer|Food|noun
champagne|Food|noun
cocktail|Food|noun
# Extended Clothing & Fashion
blouse|Clothing|noun
suit|Clothing|noun
tuxedo|Clothing|noun
vest|Clothing|noun
cardigan|Clothing|noun
hoodie|Clothing|noun
tracksuit|Clothing|noun
shorts|Clothing|noun
leggings|Clothing|noun
raincoat|Clothing|noun
overcoat|Clothing|noun
fur coat|Clothing|noun
windbreaker|Clothing|noun
robe|Clothing|noun
bra|Clothing|noun
panties|Clothing|noun
stockings|Clothing|noun
tights|Clothing|noun
sneakers|Clothing|noun
slippers|Clothing|noun
high heels|Clothing|noun
flip flops|Clothing|noun
helmet|Clothing|noun
sunglasses|Clothing|noun
earring|Clothing|noun
bracelet|Clothing|noun
brooch|Clothing|noun
pendant|Clothing|noun
wallet|Clothing|noun
purse|Clothing|noun
backpack|Clothing|noun
briefcase|Clothing|noun
fabric|Clothing|noun
cotton|Clothing|noun
silk|Clothing|noun
wool|Clothing|noun
linen|Clothing|noun
denim|Clothing|noun
leather|Clothing|noun
velvet|Clothing|noun
pattern|Clothing|noun
stripe|Clothing|noun
polka dot|Clothing|noun
plaid|Clothing|noun
fashion|Clothing|noun
trend|Clothing|noun
designer|Clothing|noun
# Extended Home & Household
attic|Home|noun
basement|Home|noun
hallway|Home|noun
living room|Home|noun
dining room|Home|noun
laundry room|Home|noun
patio|Home|noun
terrace|Home|noun
porch|Home|noun
chimney|Home|noun
fireplace|Home|noun
gutter|Home|noun
doorknob|Home|noun
doormat|Home|noun
letterbox|Home|noun
alarm|Home|noun
intercom|Home|noun
air conditioner|Home|noun
heater|Home|noun
fan|Home|noun
radiator|Home|noun
thermostat|Home|noun
dishwasher|Home|noun
dryer|Home|noun
freezer|Home|noun
coffee maker|Home|noun
bookshelf|Home|noun
wardrobe|Home|noun
nightstand|Home|noun
armchair|Home|noun
rocking chair|Home|noun
stool|Home|noun
bench|Home|noun
hammock|Home|noun
mattress|Home|noun
bedsheet|Home|noun
duvet|Home|noun
vase|Home|noun
painting|Home|noun
frame|Home|noun
decoration|Home|noun
wallpaper|Home|noun
tile|Home|noun
marble|Home|noun
plywood|Home|noun
hose|Home|noun
lawnmower|Home|noun
rake|Home|noun
shovel|Home|noun
hanger|Home|noun
clothespin|Home|noun
mop|Home|noun
sponge|Home|noun
detergent|Home|noun
bleach|Home|noun
# Extended Travel & Places
departure|Travel|noun
arrival|Travel|noun
boarding pass|Travel|noun
customs|Travel|noun
visa|Travel|noun
reservation|Travel|noun
check-in|Travel|noun
check-out|Travel|noun
guide|Travel|noun
tourist|Travel|noun
souvenir|Travel|noun
monument|Travel|noun
temple|Travel|noun
castle|Travel|noun
palace|Travel|noun
tower|Travel|noun
cathedral|Travel|noun
mosque|Travel|noun
synagogue|Travel|noun
cemetery|Travel|noun
fountain|Travel|noun
statue|Travel|noun
zoo|Travel|noun
aquarium|Travel|noun
amusement park|Travel|noun
cinema|Travel|noun
theater|Travel|noun
gallery|Travel|noun
exhibition|Travel|noun
concert|Travel|noun
festival|Travel|noun
cruise|Travel|noun
voyage|Travel|noun
expedition|Travel|noun
adventure|Travel|noun
destination|Travel|noun
itinerary|Travel|noun
currency|Travel|noun
exchange|Travel|noun
embassy|Travel|noun
consulate|Travel|noun
border|Travel|noun
frontier|Travel|noun
transit|Travel|noun
platform|Travel|noun
terminal|Travel|noun
runway|Travel|noun
harbor|Travel|noun
port|Travel|noun
dock|Travel|noun
ferry|Travel|noun
yacht|Travel|noun
canoe|Travel|noun
trailer|Travel|noun
van|Travel|noun
ambulance|Travel|noun
fire truck|Travel|noun
helicopter|Travel|noun
subway|Travel|noun
tram|Travel|noun
scooter|Travel|noun
# Extended Education & Learning
kindergarten|Education|noun
elementary school|Education|noun
high school|Education|noun
college|Education|noun
academy|Education|noun
degree|Education|noun
diploma|Education|noun
certificate|Education|noun
scholarship|Education|noun
lecture|Education|noun
seminar|Education|noun
workshop|Education|noun
course|Education|noun
curriculum|Education|noun
syllabus|Education|noun
assignment|Education|noun
project|Education|noun
presentation|Education|noun
research|Education|noun
essay|Education|noun
report|Education|noun
thesis|Education|noun
experiment|Education|noun
laboratory|Education|noun
microscope|Education|noun
telescope|Education|noun
calculator|Education|noun
globe|Education|noun
atlas|Education|noun
encyclopedia|Education|noun
textbook|Education|noun
literature|Education|noun
geography|Education|noun
biology|Education|noun
chemistry|Education|noun
physics|Education|noun
philosophy|Education|noun
psychology|Education|noun
economics|Education|noun
sociology|Education|noun
grammar|Education|noun
vocabulary|Education|noun
pronunciation|Education|noun
spelling|Education|noun
reading|Education|noun
writing|Education|noun
listening|Education|noun
speaking|Education|noun
translation|Education|noun
alphabet|Education|noun
paragraph|Education|noun
chapter|Education|noun
title|Education|noun
author|Education|noun
poem|Education|noun
poet|Education|noun
novel|Education|noun
fiction|Education|noun
nonfiction|Education|noun
# Extended Work & Business
employee|Work|noun
employer|Work|noun
colleague|Work|noun
assistant|Work|noun
director|Work|noun
president|Work|noun
chairman|Work|noun
staff|Work|noun
department|Work|noun
branch|Work|noun
headquarters|Work|noun
factory|Work|noun
warehouse|Work|noun
industry|Work|noun
trade|Work|noun
profession|Work|noun
career|Work|noun
experience|Work|noun
qualification|Work|noun
interview|Work|noun
resume|Work|noun
application|Work|noun
contract|Work|noun
agreement|Work|noun
deadline|Work|noun
schedule|Work|noun
shift|Work|noun
overtime|Work|noun
vacation|Work|noun
retirement|Work|noun
promotion|Work|noun
raise|Work|noun
bonus|Work|noun
benefit|Work|noun
insurance|Work|noun
tax|Work|noun
invoice|Work|noun
budget|Work|noun
profit|Work|noun
loss|Work|noun
investment|Work|noun
loan|Work|noun
debt|Work|noun
interest|Work|noun
economy|Work|noun
market|Work|noun
competition|Work|noun
customer|Work|noun
client|Work|noun
supplier|Work|noun
product|Work|noun
service|Work|noun
brand|Work|noun
advertisement|Work|noun
marketing|Work|noun
sales|Work|noun
# Extended Health & Medicine
symptom|Health|noun
diagnosis|Health|noun
treatment|Health|noun
prescription|Health|noun
surgery|Health|noun
operation|Health|noun
injection|Health|noun
thermometer|Health|noun
stethoscope|Health|noun
wheelchair|Health|noun
crutch|Health|noun
cast|Health|noun
scar|Health|noun
bruise|Health|noun
swelling|Health|noun
infection|Health|noun
inflammation|Health|noun
flu|Health|noun
asthma|Health|noun
diabetes|Health|noun
cancer|Health|noun
heart attack|Health|noun
stroke|Health|noun
blood pressure|Health|noun
pulse|Health|noun
breathing|Health|noun
digestion|Health|noun
appetite|Health|noun
weight|Health|noun
obesity|Health|noun
stress|Health|noun
depression|Health|noun
anxiety|Health|noun
insomnia|Health|noun
fatigue|Health|noun
dizziness|Health|noun
nausea|Health|noun
vomiting|Health|noun
diarrhea|Health|noun
constipation|Health|noun
rash|Health|noun
itch|Health|noun
sneeze|Health|noun
hiccup|Health|noun
cramp|Health|noun
fracture|Health|noun
sprain|Health|noun
blister|Health|noun
burn|Health|noun
sunburn|Health|noun
frostbite|Health|noun
# Extended Sports & Activities
volleyball|Sports|noun
baseball|Sports|noun
cricket|Sports|noun
golf|Sports|noun
hockey|Sports|noun
rugby|Sports|noun
badminton|Sports|noun
table tennis|Sports|noun
skiing|Sports|noun
skating|Sports|noun
snowboarding|Sports|noun
surfing|Sports|noun
diving|Sports|noun
sailing|Sports|noun
rowing|Sports|noun
climbing|Sports|noun
hiking|Sports|noun
camping|Sports|noun
fishing|Sports|noun
hunting|Sports|noun
archery|Sports|noun
fencing|Sports|noun
wrestling|Sports|noun
judo|Sports|noun
karate|Sports|noun
yoga|Sports|noun
gymnastics|Sports|noun
athletics|Sports|noun
marathon|Sports|noun
sprint|Sports|noun
relay|Sports|noun
high jump|Sports|noun
long jump|Sports|noun
pole vault|Sports|noun
shot put|Sports|noun
javelin|Sports|noun
discus|Sports|noun
weightlifting|Sports|noun
cycling|Sports|noun
triathlon|Sports|noun
pentathlon|Sports|noun
Olympics|Sports|noun
World Cup|Sports|noun
championship|Sports|noun
tournament|Sports|noun
league|Sports|noun
cup|Sports|noun
trophy|Sports|noun
record|Sports|noun
draw|Sports|noun
defeat|Sports|noun
victory|Sports|noun
penalty|Sports|noun
foul|Sports|noun
offside|Sports|noun
halftime|Sports|noun
substitute|Sports|noun
spectator|Sports|noun
pitch|Sports|noun
court|Sports|noun
track|Sports|noun
pool|Sports|noun
rink|Sports|noun
net|Sports|noun
racket|Sports|noun
club|Sports|noun
stick|Sports|noun
goalkeeper|Sports|noun
forward|Sports|noun
defender|Sports|noun
midfielder|Sports|noun
striker|Sports|noun
captain|Sports|noun
# Extended Technology
laptop|Technology|noun
tablet|Technology|noun
smartphone|Technology|noun
headphones|Technology|noun
speaker|Technology|noun
microphone|Technology|noun
remote control|Technology|noun
printer|Technology|noun
scanner|Technology|noun
projector|Technology|noun
router|Technology|noun
modem|Technology|noun
cable|Technology|noun
plug|Technology|noun
socket|Technology|noun
adapter|Technology|noun
USB|Technology|noun
Bluetooth|Technology|noun
WiFi|Technology|noun
app|Technology|noun
software|Technology|noun
hardware|Technology|noun
download|Technology|noun
upload|Technology|noun
update|Technology|noun
install|Technology|noun
delete|Technology|noun
copy|Technology|noun
paste|Technology|noun
search|Technology|noun
click|Technology|noun
scroll|Technology|noun
type|Technology|noun
save|Technology|noun
file|Technology|noun
folder|Technology|noun
document|Technology|noun
image|Technology|noun
link|Technology|noun
browser|Technology|noun
webpage|Technology|noun
blog|Technology|noun
social media|Technology|noun
profile|Technology|noun
account|Technology|noun
username|Technology|noun
login|Technology|noun
logout|Technology|noun
notification|Technology|noun
setting|Technology|noun
backup|Technology|noun
virus|Technology|noun
hacker|Technology|noun
data|Technology|noun
network|Technology|noun
server|Technology|noun
database|Technology|noun
cloud|Technology|noun
artificial intelligence|Technology|noun
robot|Technology|noun
drone|Technology|noun
virtual reality|Technology|noun
satellite|Technology|noun
GPS|Technology|noun
# Extended Emotions & Feelings
grateful|Emotions|adjective
ashamed|Emotions|adjective
embarrassed|Emotions|adjective
disappointed|Emotions|adjective
frustrated|Emotions|adjective
hopeful|Emotions|adjective
desperate|Emotions|adjective
cheerful|Emotions|adjective
miserable|Emotions|adjective
enthusiastic|Emotions|adjective
pessimistic|Emotions|adjective
optimistic|Emotions|adjective
curious|Emotions|adjective
suspicious|Emotions|adjective
sympathetic|Emotions|adjective
compassionate|Emotions|adjective
envious|Emotions|adjective
nostalgic|Emotions|adjective
homesick|Emotions|adjective
anxious|Emotions|adjective
calm|Emotions|adjective
content|Emotions|adjective
satisfied|Emotions|adjective
dissatisfied|Emotions|adjective
regret|Emotions|noun
guilt|Emotions|noun
shame|Emotions|noun
pride|Emotions|noun
confidence|Emotions|noun
doubt|Emotions|noun
trust|Emotions|noun
patience|Emotions|noun
courage|Emotions|noun
affection|Emotions|noun
sympathy|Emotions|noun
empathy|Emotions|noun
passion|Emotions|noun
desire|Emotions|noun
ambition|Emotions|noun
determination|Emotions|noun
motivation|Emotions|noun
inspiration|Emotions|noun
admiration|Emotions|noun
relief|Emotions|noun
satisfaction|Emotions|noun
happiness|Emotions|noun
sadness|Emotions|noun
loneliness|Emotions|noun
# Extended Shopping & Commerce
department store|Shopping|noun
mall|Shopping|noun
boutique|Shopping|noun
bakery|Shopping|noun
butcher|Shopping|noun
florist|Shopping|noun
pharmacy|Shopping|noun
hardware store|Shopping|noun
bookstore|Shopping|noun
pet shop|Shopping|noun
jewelry store|Shopping|noun
second-hand|Shopping|adjective
warranty|Shopping|noun
refund|Shopping|noun
barcode|Shopping|noun
label|Shopping|noun
quality|Shopping|noun
quantity|Shopping|noun
offer|Shopping|noun
coupon|Shopping|noun
catalog|Shopping|noun
delivery|Shopping|noun
shipping|Shopping|noun
online shopping|Shopping|noun
cart|Shopping|noun
checkout|Shopping|noun
payment|Shopping|noun
credit card|Shopping|noun
debit card|Shopping|noun
ATM|Shopping|noun
cashier|Shopping|noun
counter|Shopping|noun
# Extended Communication
conversation|Communication|noun
discussion|Communication|noun
debate|Communication|noun
argument|Communication|noun
announcement|Communication|noun
explanation|Communication|noun
description|Communication|noun
instruction|Communication|noun
warning|Communication|noun
complaint|Communication|noun
suggestion|Communication|noun
request|Communication|noun
permission|Communication|noun
promise|Communication|noun
lie|Communication|noun
truth|Communication|noun
rumor|Communication|noun
gossip|Communication|noun
secret|Communication|noun
joke|Communication|noun
riddle|Communication|noun
proverb|Communication|noun
quote|Communication|noun
headline|Communication|noun
article|Communication|noun
review|Communication|noun
comment|Communication|noun
feedback|Communication|noun
opinion|Communication|noun
# Extended Nature & Environment
climate|Nature|noun
humidity|Nature|noun
drought|Nature|noun
monsoon|Nature|noun
hurricane|Nature|noun
tornado|Nature|noun
tsunami|Nature|noun
avalanche|Nature|noun
landslide|Nature|noun
glacier|Nature|noun
iceberg|Nature|noun
reef|Nature|noun
canyon|Nature|noun
crater|Nature|noun
peninsula|Nature|noun
continent|Nature|noun
equator|Nature|noun
tropics|Nature|noun
polar|Nature|adjective
arctic|Nature|adjective
habitat|Nature|noun
ecosystem|Nature|noun
species|Nature|noun
wildlife|Nature|noun
endangered|Nature|adjective
extinct|Nature|adjective
fossil|Nature|noun
mineral|Nature|noun
crystal|Nature|noun
gem|Nature|noun
diamond|Nature|noun
pearl|Nature|noun
amber|Nature|noun
coral|Nature|noun
seaweed|Nature|noun
moss|Nature|noun
ivy|Nature|noun
bamboo|Nature|noun
cactus|Nature|noun
palm tree|Nature|noun
pine|Nature|noun
oak|Nature|noun
birch|Nature|noun
willow|Nature|noun
maple|Nature|noun
cherry blossom|Nature|noun
tulip|Nature|noun
sunflower|Nature|noun
daisy|Nature|noun
lily|Nature|noun
orchid|Nature|noun
violet|Nature|noun
lavender|Nature|noun
jasmine|Nature|noun
# Geography
Africa|Geography|noun
Asia|Geography|noun
Europe|Geography|noun
America|Geography|noun
Australia|Geography|noun
Antarctica|Geography|noun
Atlantic Ocean|Geography|noun
Pacific Ocean|Geography|noun
Indian Ocean|Geography|noun
Arctic Ocean|Geography|noun
Mediterranean Sea|Geography|noun
Black Sea|Geography|noun
Caspian Sea|Geography|noun
Red Sea|Geography|noun
Amazon River|Geography|noun
Nile River|Geography|noun
Sahara Desert|Geography|noun
Mount Everest|Geography|noun
Alps|Geography|noun
Caucasus|Geography|noun
capital|Geography|noun
population|Geography|noun
nation|Geography|noun
republic|Geography|noun
kingdom|Geography|noun
empire|Geography|noun
region|Geography|noun
province|Geography|noun
state|Geography|noun
territory|Geography|noun
district|Geography|noun
suburb|Geography|noun
downtown|Geography|noun
neighborhood|Geography|noun
# Society & Law basics
government|Society|noun
minister|Society|noun
parliament|Society|noun
election|Society|noun
vote|Society|noun
citizen|Society|noun
constitution|Society|noun
democracy|Society|noun
freedom|Society|noun
equality|Society|noun
justice|Society|noun
rights|Society|noun
duty|Society|noun
responsibility|Society|noun
law|Society|noun
judge|Law|noun
lawyer|Law|noun
trial|Law|noun
witness|Law|noun
evidence|Law|noun
crime|Law|noun
criminal|Law|noun
police|Law|noun
prison|Law|noun
punishment|Law|noun
fine|Law|noun
arrest|Law|noun
investigation|Law|noun
robbery|Law|noun
theft|Law|noun
murder|Law|noun
fraud|Law|noun
drug|Law|noun
victim|Law|noun
suspect|Law|noun
guilty|Law|adjective
innocent|Law|adjective
# Finance basics
bank|Finance|noun
savings|Finance|noun
deposit|Finance|noun
withdrawal|Finance|noun
transfer|Finance|noun
balance|Finance|noun
exchange rate|Finance|noun
check|Finance|noun
mortgage|Finance|noun
rent|Finance|noun
bill|Finance|noun
receipt|Finance|noun
tip|Finance|noun
cost|Finance|noun
expense|Finance|noun
income|Finance|noun
wage|Finance|noun
pension|Finance|noun
# Arts & Entertainment
sculpture|Arts|noun
drawing|Arts|noun
photograph|Arts|noun
portrait|Arts|noun
landscape|Arts|noun
still life|Arts|noun
abstract|Arts|adjective
canvas|Arts|noun
brush|Arts|noun
palette|Arts|noun
sketch|Arts|noun
cartoon|Arts|noun
animation|Arts|noun
documentary|Arts|noun
comedy|Arts|noun
drama|Arts|noun
tragedy|Arts|noun
horror|Arts|noun
romance|Arts|noun
science fiction|Arts|noun
thriller|Arts|noun
action|Arts|noun
musical|Arts|noun
opera|Arts|noun
ballet|Arts|noun
orchestra|Arts|noun
band|Arts|noun
choir|Arts|noun
instrument|Arts|noun
piano|Arts|noun
guitar|Arts|noun
violin|Arts|noun
drums|Arts|noun
flute|Arts|noun
trumpet|Arts|noun
saxophone|Arts|noun
harmonica|Arts|noun
harp|Arts|noun
cello|Arts|noun
conductor|Arts|noun
composer|Arts|noun
musician|Arts|noun
performer|Arts|noun
audience|Arts|noun
stage|Arts|noun
curtain|Arts|noun
scene|Arts|noun
act|Arts|noun
role|Arts|noun
character|Arts|noun
plot|Arts|noun
script|Arts|noun
producer|Arts|noun
screenplay|Arts|noun
award|Arts|noun
Oscar|Arts|noun
Grammy|Arts|noun
genre|Arts|noun
rhythm|Arts|noun
melody|Arts|noun
harmony|Arts|noun
lyrics|Arts|noun
chorus|Arts|noun
verse|Arts|noun
album|Arts|noun
single|Arts|noun
hit|Arts|noun
tour|Arts|noun
# Additional A2 Verbs
announce|Actions|verb
apologize|Actions|verb
apply|Actions|verb
approve|Actions|verb
argue|Actions|verb
arrange|Actions|verb
attend|Actions|verb
avoid|Actions|verb
behave|Actions|verb
believe|Actions|verb
belong|Actions|verb
blame|Actions|verb
bless|Actions|verb
bother|Actions|verb
breathe|Actions|verb
bury|Actions|verb
cancel|Actions|verb
care|Actions|verb
cause|Actions|verb
chat|Actions|verb
cheat|Actions|verb
cheer|Actions|verb
clear|Actions|verb
combine|Actions|verb
comfort|Actions|verb
communicate|Actions|verb
complain|Actions|verb
concentrate|Actions|verb
confirm|Actions|verb
connect|Actions|verb
consist|Actions|verb
contain|Actions|verb
contribute|Actions|verb
control|Actions|verb
convince|Actions|verb
create|Actions|verb
damage|Actions|verb
deal|Actions|verb
delay|Actions|verb
demand|Actions|verb
deny|Actions|verb
depend|Actions|verb
deserve|Actions|verb
design|Actions|verb
destroy|Actions|verb
develop|Actions|verb
disagree|Actions|verb
disappear|Actions|verb
discuss|Actions|verb
disturb|Actions|verb
divide|Actions|verb
earn|Actions|verb
educate|Actions|verb
encourage|Actions|verb
establish|Actions|verb
estimate|Actions|verb
evaluate|Actions|verb
examine|Actions|verb
exist|Actions|verb
expect|Actions|verb
explore|Actions|verb
face|Actions|verb
fail|Actions|verb
forgive|Actions|verb
freeze|Actions|verb
frighten|Actions|verb
gain|Actions|verb
gather|Actions|verb
greet|Actions|verb
guarantee|Actions|verb
guess|Actions|verb
handle|Actions|verb
harm|Actions|verb
heal|Actions|verb
hire|Actions|verb
identify|Actions|verb
ignore|Actions|verb
inform|Actions|verb
injure|Actions|verb
insist|Actions|verb
intend|Actions|verb
introduce|Actions|verb
invest|Actions|verb
involve|Actions|verb
last|Actions|verb
launch|Actions|verb
lean|Actions|verb
maintain|Actions|verb
manage|Actions|verb
measure|Actions|verb
melt|Actions|verb
mention|Actions|verb
miss|Actions|verb
notice|Actions|verb
obtain|Actions|verb
occur|Actions|verb
operate|Actions|verb
organize|Actions|verb
owe|Actions|verb
own|Actions|verb
participate|Actions|verb
perform|Actions|verb
permit|Actions|verb
persuade|Actions|verb
plan|Actions|verb
predict|Actions|verb
prefer|Actions|verb
prevent|Actions|verb
proceed|Actions|verb
produce|Actions|verb
propose|Actions|verb
prove|Actions|verb
provide|Actions|verb
publish|Actions|verb
punish|Actions|verb
quit|Actions|verb
react|Actions|verb
realize|Actions|verb
recognize|Actions|verb
recommend|Actions|verb
recover|Actions|verb
refer|Actions|verb
reflect|Actions|verb
relate|Actions|verb
release|Actions|verb
rely|Actions|verb
remind|Actions|verb
repair|Actions|verb
represent|Actions|verb
resist|Actions|verb
respond|Actions|verb
restore|Actions|verb
retire|Actions|verb
reveal|Actions|verb
risk|Actions|verb
ruin|Actions|verb
rush|Actions|verb
satisfy|Actions|verb
scatter|Actions|verb
select|Actions|verb
separate|Actions|verb
settle|Actions|verb
shock|Actions|verb
sink|Actions|verb
slip|Actions|verb
solve|Actions|verb
sort|Actions|verb
split|Actions|verb
spread|Actions|verb
squeeze|Actions|verb
stare|Actions|verb
steal|Actions|verb
stretch|Actions|verb
struggle|Actions|verb
succeed|Actions|verb
suffer|Actions|verb
suggest|Actions|verb
supply|Actions|verb
survive|Actions|verb
swallow|Actions|verb
swear|Actions|verb
sweep|Actions|verb
switch|Actions|verb
tend|Actions|verb
threaten|Actions|verb
tighten|Actions|verb
train|Actions|verb
transform|Actions|verb
treat|Actions|verb
value|Actions|verb
vary|Actions|verb
volunteer|Actions|verb
warn|Actions|verb
wander|Actions|verb
weigh|Actions|verb
welcome|Actions|verb
whisper|Actions|verb
wrap|Actions|verb
yell|Actions|verb
# Science basics
atom|Science|noun
molecule|Science|noun
element|Science|noun
oxygen|Science|noun
hydrogen|Science|noun
carbon|Science|noun
nitrogen|Science|noun
iron|Science|noun
copper|Science|noun
gold|Science|noun
silver|Science|noun
acid|Science|noun
base|Science|noun
chemical|Science|noun
reaction|Science|noun
gravity|Science|noun
magnet|Science|noun
electricity|Science|noun
voltage|Science|noun
current|Science|noun
energy|Science|noun
force|Science|noun
mass|Science|noun
velocity|Science|noun
acceleration|Science|noun
friction|Science|noun
pressure|Science|noun
density|Science|noun
temperature|Science|noun
heat|Science|noun
light|Science|noun
sound|Science|noun
wave|Science|noun
frequency|Science|noun
radiation|Science|noun
cell|Science|noun
DNA|Science|noun
gene|Science|noun
bacteria|Science|noun
organism|Science|noun
evolution|Science|noun
photosynthesis|Science|noun
respiration|Science|noun
planet|Science|noun
galaxy|Science|noun
universe|Science|noun
solar system|Science|noun
orbit|Science|noun
# IT & Development (Elementary)
program|IT & Development|noun
code|IT & Development|noun
bug|IT & Development|noun
log in|IT & Development|verb
log out|IT & Development|verb
test|IT & Development|verb
run|IT & Development|verb
fix|IT & Development|verb
version|IT & Development|noun
error|IT & Development|noun
security|IT & Development|noun
plugin|IT & Development|noun
storage|IT & Development|noun
# Business Analysis (Elementary)
process|Business Analysis|noun
requirement|Business Analysis|noun
stakeholder|Business Analysis|noun
workflow|Business Analysis|noun
survey|Business Analysis|noun
analysis|Business Analysis|noun
strategy|Business Analysis|noun
objective|Business Analysis|noun
scope|Business Analysis|noun
approval|Business Analysis|noun
priority|Business Analysis|noun
outcome|Business Analysis|noun
# Project Management (Elementary)
milestone|Project Management|noun
progress|Project Management|noun
resource|Project Management|noun
assign|Project Management|verb
deliver|Project Management|verb
planning|Project Management|noun
status|Project Management|noun
timeline|Project Management|noun
action item|Project Management|noun
kickoff|Project Management|noun

abroad|Travel|adverb
absent|General|adjective
absorb|General|verb
accent|General|noun
accept|General|verb
accuse|General|verb
ache|Health|noun
achieve|General|verb
across|General|preposition
active|General|adjective
actual|General|adjective
adjust|General|verb
